codigo_tuss,produto,produto_tratado,laboratorio,valor
90292316,HEMIFUMARATO DE QUETIAPINA – GENERICO (RESTRITO HOSP.) 200 MG TEUTO,HEMIFUMARATO 200mg,BRAS.,13.6513
90292278,HEMIFUMARATO DE QUETIAPINA – GENERICO (RESTRITO HOSP.) 25 MG. TEUTO,HEMIFUMARATO 25mg,BRAS.,2.2808
90422341,HEMIFUMARATO QUETIAPINA 100MG 30CPDS REV.,HEMIFUMARATO 100mg,MEDLEY,5.8968
90422350,HEMIFUMARATO QUETIAPINA 200MG 30CPDS REV.,HEMIFUMARATO 200mg,MEDLEY,8.0256
90363973,HEMIFUMARATO QUETIAPINA GEN.100MG 30CPDS TEUTO,HEMIFUMARATO 100mg,BRAS,3.4099
90383613,HEMIFUMARATO QUETIAPINA GEN.100MG 30CPDS MERCK,HEMIFUMARATO 100mg,S.A.,7.0596
90363981,HEMIFUMARATO QUETIAPINA GEN.100MG 30CPDS REV.,HEMIFUMARATO 100mg,EUROFARMA,7.0669
90364007,HEMIFUMARATO QUETIAPINA GEN.200MG 30CPDS TEUTO,HEMIFUMARATO 200mg,BRAS,8.4013
90364015,HEMIFUMARATO QUETIAPINA GEN.200MG 30CPDS REV.,HEMIFUMARATO 200mg,EUROFARMA,12.7129
90383605,HEMIFUMARATO QUETIAPINA GEN.25MG 15CPDS MERCK,HEMIFUMARATO 25mg,S.A.,2.1244
90364058,HEMIFUMARATO QUETIAPINA GEN.25MG 30CPDS TEUTO,HEMIFUMARATO 25mg,BRAS,1.1229
90407458,HEMIFUMARATO QUETIAPINA GEN.25MG 30CPDS REV. NOVA QUIMICA,HEMIFUMARATO 25mg,GEN,1.8228
90364066,HEMIFUMARATO QUETIAPINA GEN.25MG 30CPDS REV.,HEMIFUMARATO 25mg,EUROFARMA,1.7576
90303709,HEMIFUMARATO QUETIAPINA GEN.50MG 30CPDS REV.,HEMIFUMARATO 50mg,EUROFARMA,4.3879
90227832,HEMITARTARATO DE NOREPINEFRINA - GENERICO (RESTRITO HOSP.) 2,HEMITARTARATO 2mg,HYPOFARMA,10.129
90097378,HEMITARTARATO DE NOREPINEFRINA - GENERICO (RESTRITO HOSP.) 2,HEMITARTARATO 2mg,HIPOLABOR,10.6806
90167406,HEMITARTARATO DE NOREPINEFRINA - GENERICO (RESTRITO HOSP.) 2,HEMITARTARATO 2mg,NOVAFARMA,10.6718
90220722,HEMITARTARATO DE QUETIAPINA - GENERICO (RESTRITO HOSP.) 25 M,HEMITARTARATO 25mg,CRISTALIA,2.2799
90221710,"HEMITARTARATO DE RIVASTIGMINA - GENERICO 1,5 MG. 2 BL. X 15",HEMITARTARATO 1.5mg,EMS,4.0676
90230094,"HEMITARTARATO DE RIVASTIGMINA - GENERICO 1,5 MG. BL. 30 CAPS",HEMITARTARATO 1.5mg,BIOSINTETICA,4.0413
90121082,HEMITARTARATO DE RIVASTIGMINA - GENERICO 2 MG/ML SOL. OR. FR,HEMITARTARATO 2mg,BERGAMO,329.63
90221729,HEMITARTARATO DE RIVASTIGMINA - GENERICO 3 MG. 2 BL. X 15 CA,HEMITARTARATO 3mg,EMS,4.6707
90230108,HEMITARTARATO DE RIVASTIGMINA - GENERICO 3 MG. BL. 30 CAPS.,HEMITARTARATO 3mg,BIOSINTETICA,4.6404
90221737,"HEMITARTARATO DE RIVASTIGMINA - GENERICO 4,5 MG. 2 BL. X 15",HEMITARTARATO 4.5mg,EMS,5.2987
90230124,"HEMITARTARATO DE RIVASTIGMINA - GENERICO 4,5 MG. BL. 30 CAPS",HEMITARTARATO 4.5mg,BIOSINTETICA,5.2457
90230132,HEMITARTARATO DE RIVASTIGMINA - GENERICO 6 MG. BL. 30 CAPS.,HEMITARTARATO 6mg,BIOSINTETICA,5.3713
90434595,HEMITARTARATO DE ZOLPIDEM (B1) - GENERICO 10 MG. 2 BL. X 15 C,HEMITARTARATO 1mg,EMS,1.7076
90407512,HEMITARTARATO DE ZOLPIDEM - GENERICO (B1) 10 MG. 2 BL. X 15 C NOVA,HEMITARTARATO 1mg,QUIMICA,1.7843
90250060,HEMITARTARATO DE ZOLPIDEM - GENERICO 10 MG. 2 BL. X 10 CPRS.,HEMITARTARATO 10mg,EMS,1.844
90364325,HEMITARTARATO DE ZOLPIDEM - GENERICO 10 MG. 2 BL. X 10 CPRS. NOVA,HEMITARTARATO 10mg,QUIMICA,1.846
90364317,HEMITARTARATO DE ZOLPIDEM - GENERICO 10 MG. 2 BL. X 10 CPRS.,HEMITARTARATO 10mg,GERMED,1.844
90364295,HEMITARTARATO DE ZOLPIDEM - GENERICO 10 MG. 2 BL. X 10 CPRS. GEN -,HEMITARTARATO 10mg,LEGRAND,1.742
90259130,HEMITARTARATO DE ZOLPIDEM - GENERICO 10 MG. BL. 10 CPRS. REV TEUTO,HEMITARTARATO 10mg,BRAS.,1.68
90259149,HEMITARTARATO DE ZOLPIDEM - GENERICO 10 MG. BL. 20 CPRS. REV TEUTO,HEMITARTARATO 10mg,BRAS.,1.537
90250052,HEMITARTARATO DE ZOLPIDEM - GENERICO 10 MG. BL. X 10 CPRS. R,HEMITARTARATO 10mg,EMS,1.782
90364287,HEMITARTARATO DE ZOLPIDEM - GENERICO 10 MG. BL. X 10 CPRS. R NOVA,HEMITARTARATO 10mg,QUIMICA,2.017
90385047,HEMITARTARATO DE ZOLPIDEM - GENERICO 10 MG. CT. BL. AL. PLAS,HEMITARTARATO 10mg,NOVARTIS,1.7085
90385101,HEMITARTARATO DE ZOLPIDEM - GENERICO 10 MG. CT. BL. AL. PLAS,HEMITARTARATO 10mg,NOVARTIS,1.709
90399250,HEMITARTARATO DE ZOLPIDEM - GENERICO 10 MG. CT. BL. AL. PLAS.,HEMITARTARATO 10mg,EUROFARMA,1.742
90402812,HEMITARTARATO DE ZOLPIDEM - GENERICO 10 MG. CT. BL. AL. PLAS.,HEMITARTARATO 10mg,SANDOZ,1.812
90397517,HEMITARTARATO DE ZOLPIDEM - GENERICO 10 MG. CT. STR. AL. X 20 NEO,HEMITARTARATO 10mg,QUIMICA,1.806
90215699,HEMITARTARATO DE ZOLPIDEM - GENERICO 10 MG. STR. AL. X 20 CP ZYDUS,HEMITARTARATO 10mg,NIKKHO,1.6695
90339320,HEMITARTARATO DE ZOLPIDEM - GENÉRICO (RESTRITO HOSP.) 10 MG. TEUTO,HEMITARTARATO 10mg,BRAS.,386.3
90399250,HEMITARTARATO ZOLPIDEM 10MG 20CPDS REV.,HEMITARTARATO 10mg,EUROFARMA,1.742
90396693,HEMITARTARATO ZOLPIDEM 10MG 20CPDS REV. BIOLAB,HEMITARTARATO 10mg,GENERICOS,1.846
90407512,HEMITARTARATO ZOLPIDEM 10MG 30CPDS REV. NOVA QUIMICA,HEMITARTARATO 10mg,GEN,1.7825
90339320,HEMITARTARATO ZOLPIDEM GEN.10MG 200CPDS REV.(EMB.HOSP) TEUTO,HEMITARTARATO 10mg,BRAS,386.3
90385047,HEMITARTARATO ZOLPIDEM GEN.10MG 20CPDS REV.,HEMITARTARATO 10mg,NOVARTIS,1.7085
90385101,HEMITARTARATO ZOLPIDEM GEN.10MG 30CPDS REV.,HEMITARTARATO 10mg,NOVARTIS,1.7073
90402812,HEMITARTARATO ZOLPIDEM GEN.10MG 30CPDS REV.,HEMITARTARATO 10mg,SANDOZ,1.8102
90322711,HEMOBLOCK 250 MG. 2 BL. X 12 CPRS. SIGMA,HEMOBLOCK 250mg,PHARMA,3.052
90322703,HEMOBLOCK 500 MG. 2 BL. X 6 CPRS. SIGMA,HEMOBLOCK 500mg,PHARMA,6.0967
90416589,HEMOFIL (RESTRITO HOSP.) 1000 UI SOL. INJ. FA X SOL. DIL. FA,HEMOFIL 1000mg,SHIRE,3565.96
90416562,HEMOFIL (RESTRITO HOSP.) 250 UI SOL. INJ. FA X SOL. DIL. FA X,HEMOFIL 250mg,SHIRE,987.79
90416570,HEMOFIL (RESTRITO HOSP.) 500 UI SOL. INJ. FA X SOL. DIL. FA X,HEMOFIL 500mg,SHIRE,1876.76
90302257,"HEMOFOL (RESTRITO HOSP.) 5.000 UI/0,25 ML SOL. INJ. SUB. CX.",HEMOFOL 5mg,CRISTALIA,4.4472
90046510,HEMOFOL (RESTRITO HOSP.) 5000 UI/ML SOL. INJ. CX. 25 FRS. X,HEMOFOL 5000mg,CRISTALIA,22.2352
90046501,HEMOFOL (RESTRITO HOSP.) 5000 UI/ML SOL. INJ. SUBC. CX. 25 F,HEMOFOL 5000mg,CRISTALIA,4.4472
90302257,"HEMOFOL 5000UI SOL.INJ.SC 36AMP 0,25ML",HEMOFOL 5000mg,CRISTALIA,4.4508
90389689,HEMOVIRTUS POM. BISN. 50 G,HEMOVIRTUS 50000mg,COSMED,20.5
90093380,HENETIX 300 (RESTRITO HOSP.) FA 100 ML X 10,HENETIX 300mg,GUERBET,397.433
90093348,HENETIX 300 (RESTRITO HOSP.) FA 50 ML X 25,HENETIX 300mg,GUERBET,198.7012
90093364,HENETIX 300 (RESTRITO HOSP.) FA 500 ML X 1,HENETIX 300mg,GUERBET,1987.16
90093437,HENETIX 350 (RESTRITO HOSP.) FA 100 ML X 10,HENETIX 350mg,GUERBET,463.708
90093399,HENETIX 350 (RESTRITO HOSP.) FA 50 ML X 25,HENETIX 350mg,GUERBET,231.838
90093410,HENETIX 350 (RESTRITO HOSP.) FA 500 ML X 1,HENETIX 350mg,GUERBET,2194.64
90026519,"HEPA MERZ 0,5 G/ML INF. CT. 5 AMPS. VD. AMB. X 10 ML BIOLAB",HEPA 500mg,SANUS,49.036
90026527,"HEPA MERZ 0,6 G/G GRAN. CT. 10 ENVS. AL. POLIET. X 5 G BIOLAB",HEPA 5000mg,SANUS,8.236
90031660,HEPAMAX S 5000 UI/ML CX. 25 AMPS. VD. X 5 ML BLAU,HEPAMAX 5000mg,FARM.,9.5816
90031679,HEPAMAX S 5000 UI/ML CX. 25 FA VD. X 5 ML,HEPAMAX 5000mg,BLAUSIEGEL,9.5816
90031660,HEPAMAX-S 5000UI/ML SOL.INJ.25AMP 5ML,HEPAMAX-S 5000mg,BLAU,9.5816
90149041,HEPATECT CP (RESTRITO HOSP.) 50 UI/ML SOL. INJ. FR. VD. INC.,HEPATECT 50mg,BIOTEST,1749.45
90089090,HEPSERA 10 MG. 30 CPRS.,HEPSERA 10mg,GLAXOSMITHKLINE,33.942
90399412,HEPTAR (RESTRITO HOSP.) 5000 UI/ML SOL. INJ. DISPLAY 50 FA VD,HEPTAR 5000mg,EUROFARMA,16.6988
90184440,HERCEPTIN (RESTRITO HOSP.) 440 MG. 1 FR. + 1 FR. DIL. X 20 M,HERCEPTIN 440mg,ROCHE,12636.22
90355199,HERCEPTIN 600MG SOL.INJ.5ML,HERCEPTIN 600mg,ROCHE,10739.61
90355199,HERCEPTIN SC (RESTRITO HOSP.) 600 MG. 5 ML,HERCEPTIN 600mg,ROCHE,10739.61
90191625,HERPESIL (*) 200 MG. 25 CPRS.,HERPESIL 200mg,SANDOZ,2.096
90062892,HERPSTAL 500 MG. 2 BL. X 5 CPRS. REV. GERMED,HERPSTAL 500mg,PHARMA,10.312
90386183,HERPSTAL 500 MG. 6 BL. X 7 CPRS. REV. GERMED,HERPSTAL 500mg,PHARMA,8.6981
90386183,HERPSTAL 500MG 42CPDS REV.,HERPSTAL 500mg,GERMED,8.6946
90176200,HERVIRAX (*) 200 MG COM CT BL AL PLAS INC X 25,HERVIRAX 200mg,PHARLAB,2.5172
90236483,"HERVIRAX (*) 30 MG/G POM OFT CT BG AL X 4,5",HERVIRAX 30mg,PHARLAB,82.15
90176197,HERVIRAX 5% CREM DERM CT BG AL X 10 G,HERVIRAX 10000mg,PHARLAB,17.59
90321081,HETORI 60 MG. CT. BL. AL/AL X 7 CPRS. REV.,HETORI 60mg,SCHERING-PLOUGH,5.6874
90321090,HETORI 60MG 14CPDS REV. SCHERING,HETORI 60mg,PLOUGH,5.6684
90321081,HETORI 60MG 7CPDS REV. SCHERING,HETORI 60mg,PLOUGH,5.6874
90321120,HETORI 90 MG. CT. BL. AL/AL X 14 CPRS. REV.,HETORI 90mg,SCHERING-PLOUGH,6.3168
90321103,HETORI 90 MG. CT. BL. AL/AL X 2 CPRS. REV.,HETORI 90mg,SCHERING-PLOUGH,6.38
90321111,HETORI 90 MG. CT. BL. AL/AL X 7 CPRS. REV.,HETORI 90mg,SCHERING-PLOUGH,6.3862
90321120,HETORI 90MG 14CPDS REV. SCHERING,HETORI 90mg,PLOUGH,6.3168
90321103,HETORI 90MG 2CPDS REV. SCHERING,HETORI 90mg,PLOUGH,6.38
90321111,HETORI 90MG 7CPDS REV. SCHERING,HETORI 90mg,PLOUGH,6.3862
90093445,HEXABRIX 320 (RESTRITO HOSP.) FA 100 ML X 1 C/SUPORTE E EQUI,HEXABRIX 320mg,GUERBET,365.95
90093461,HEXABRIX 320 (RESTRITO HOSP.) FA 100 ML X 10 C/SUPORTE E EQU,HEXABRIX 320mg,GUERBET,356.95
90093453,HEXABRIX 320 (RESTRITO HOSP.) FA 50 ML X 1,HEXABRIX 320mg,GUERBET,192.62
90093470,HEXABRIX 320 (RESTRITO HOSP.) FA 50 ML X 25,HEXABRIX 320mg,GUERBET,192.6928
90373170,"HEXAXIM SUSP. INJ. 1 SER. PREENCH. VD. TRANS. X 0,5 ML + 2 A",HEXAXIM 1mg,SANOFI-AVENTIS,131.31
90373170,"HEXAXIM SUSP.INJ.IV 1SER.PREENC.0,5ML+2AG.",HEXAXIM 1mg,SANOFI-AVENTIS,131.31
90371240,HEXOMEDINE COL. FR. VD. SPRAY 50 ML,HEXOMEDINE 50mg,SANOFI-AVENTIS,39.66
90328850,"HIBOR 10.000 UI 0,4 ML 2 SERINGAS",HIBOR 10mg,EMS,41.685
90328787,"HIBOR 2.500 UI 0,2 ML 10 SERINGAS",HIBOR 2.5mg,EMS,7.866
90328779,"HIBOR 2.500 UI 0,2 ML 2 SERINGAS",HIBOR 2.5mg,EMS,7.86
90328809,"HIBOR 3.500 UI 0,2 ML 10 SERINGAS",HIBOR 3.5mg,EMS,15.04
90328795,"HIBOR 3.500 UI 0,2 ML 2 SERINGAS",HIBOR 3.5mg,EMS,15.04
90328817,"HIBOR 5.000 UI 0,2 ML 2 SERINGAS",HIBOR 5mg,EMS,19.125
90328833,"HIBOR 7.500 UI 0,3 ML 2 SERINGAS",HIBOR 7.5mg,EMS,28.665
90195434,HIDANTAL (RESTRITO HOSP.) 50 MG/ML SOL. INJ. X 50 AMPS. X 5,HIDANTAL 50mg,SANOFI-AVENTIS,4.0824
90299515,HIDANTAL 100 MG. CT. BL. AL. PLAS. LAR. X 25 CPRS.,HIDANTAL 100mg,SANOFI-AVENTIS,0.3276
90299515,HIDANTAL 100MG 25CPDS,HIDANTAL 100mg,SANOFI-AVENTIS,0.3276
90195434,HIDANTAL INJETAVEL CX. 50 AMPS.,HIDANTAL 50mg,SANOFI-AVENTIS,4.0824
90174097,HIDRAFIX 90 - SOL. ORAL CONC. CT. 2 FLAC. X 25 ML TAKEDA,HIDRAFIX 90mg,PHARMA,3.835
90174100,HIDRAFIX 90 SOL. ORAL FR. 250 ML TAKEDA,HIDRAFIX 90mg,PHARMA,10.87
90174062,HIDRAFIX FRAMBOESA SOL. ORAL CONC. CT. 2 FLAC. X 25 ML TAKEDA,HIDRAFIX 2mg,PHARMA,3.835
90174070,HIDRAFIX LARANJA SOL. ORAL CONC. CT. 2 FLAC. X 25 ML TAKEDA,HIDRAFIX 2mg,PHARMA,3.835
90174119,HIDRAFIX SOL. ORAL FR. 250 ML TAKEDA,HIDRAFIX 250mg,PHARMA,10.87
90174127,HIDRAFIX SOL. ORAL FR. 250 ML - LARANJA TAKEDA,HIDRAFIX 250mg,PHARMA,10.87
90114582,HIDRION CX. 1 BL. X 20 CPRS.,HIDRION 1mg,GROSS,0.796
90114574,HIDRION CX. 2 BL. X 15 CPRS.,HIDRION 2mg,GROSS,0.7596
90062914,HIDROALERG 2 MG/ML SOL. ORAL FR. 120 ML SIGMA,HIDROALERG 240mg,PHARMA,34.01
90004302,HIDROCIN SOL. NASAL FR. PLAST. SPRAY 20 ML,HIDROCIN 20mg,ACHE,19.81
90316924,HIDROCLOROTIAZIDA - GENERICO (RESTRITO HOSP.) 25 MG. BL. 500,HIDROCLOROTIAZIDA 25mg,MEDQUIMICA,0.1118
90180836,HIDROCLOROTIAZIDA - GENERICO (RESTRITO HOSP.) 25 MG. COM. CT PRATI,HIDROCLOROTIAZIDA 25mg,DONADUZZI,0.1517
90342526,HIDROCLOROTIAZIDA - GENERICO 25 MG COM CT BL AL PLAS TRANS X,HIDROCLOROTIAZIDA 25mg,PHARLAB,0.0717
90384296,HIDROCLOROTIAZIDA - GENERICO 25 MG. 2 BL. X 15 CPRS.,HIDROCLOROTIAZIDA 25mg,GERMED,0.1712
90388046,HIDROCLOROTIAZIDA - GENERICO 25 MG. 2 BL. X 15 CPRS. GEN -,HIDROCLOROTIAZIDA 25mg,LEGRAND,0.1545
90057023,HIDROCLOROTIAZIDA - GENERICO 25 MG. 30 CPRS.,HIDROCLOROTIAZIDA 25mg,EMS,0.1712
90312104,HIDROCLOROTIAZIDA - GENERICO 25 MG. BL. 30 CPRS. TEUTO,HIDROCLOROTIAZIDA 25mg,BRAS.,0.0849
90299256,HIDROCLOROTIAZIDA - GENERICO 25 MG. BL. 30 CPRS.,HIDROCLOROTIAZIDA 25mg,SANOFI-AVENTIS,0.1205
90316894,HIDROCLOROTIAZIDA - GENERICO 25 MG. BL. 30 CPRS.,HIDROCLOROTIAZIDA 25mg,MEDQUIMICA,0.1109
90316908,HIDROCLOROTIAZIDA - GENERICO 25 MG. BL. 60 CPRS.,HIDROCLOROTIAZIDA 25mg,MEDQUIMICA,0.1121
90180828,HIDROCLOROTIAZIDA - GENERICO 25 MG. COM. CT. BL. AL. PLAS. I PRATI,HIDROCLOROTIAZIDA 25mg,DONADUZZI,0.0796
90364376,HIDROCLOROTIAZIDA - GENERICO 25 MG. CT. BL. AL. PLAS. INC. X NEO,HIDROCLOROTIAZIDA 25mg,QUIMICA,0.0767
90342542,HIDROCLOROTIAZIDA - GENERICO 50 MG COM CT BL AL PLAS TRANS X,HIDROCLOROTIAZIDA 50mg,PHARLAB,0.1187
90117824,HIDROCLOROTIAZIDA - GENERICO 50 MG. 1 BL. X 20 CPRS. NEO,HIDROCLOROTIAZIDA 50mg,QUIMICA,0.178
90388038,HIDROCLOROTIAZIDA - GENERICO 50 MG. 2 BL. X 10 CPRS. GEN -,HIDROCLOROTIAZIDA 50mg,LEGRAND,0.238
90057031,HIDROCLOROTIAZIDA - GENERICO 50 MG. 20 CPRS.,HIDROCLOROTIAZIDA 50mg,EMS,0.2645
90195450,HIDROCLOROTIAZIDA - GENERICO 50 MG. BL. 20 CPRS.,HIDROCLOROTIAZIDA 50mg,SANOFI-AVENTIS,0.1305
90312163,HIDROCLOROTIAZIDA - GENERICO 50 MG. BL. 30 CPRS. TEUTO,HIDROCLOROTIAZIDA 50mg,BRAS.,0.2258
90364376,HIDROCLOROTIAZIDA GEN.25MG 30CPDS,HIDROCLOROTIAZIDA 25mg,NEOQUIMICA,0.0766
90312104,HIDROCLOROTIAZIDA GEN.25MG 30CPDS TEUTO,HIDROCLOROTIAZIDA 25mg,BRAS,0.0849
90312163,HIDROCLOROTIAZIDA GEN.50MG 30CPDS TEUTO,HIDROCLOROTIAZIDA 50mg,BRAS,0.2258
90244966,HIDROCORTE CREME 20 G,HIDROCORTE 20000mg,LEGRAND,29.24
90057040,HIDROCORTISONA - GENERICO 10 MG/G POM. BISN. 30 G,HIDROCORTISONA 30000mg,EMS,18.29
90157567,HIDROFLUX 25 MG. 30 CPRS.,HIDROFLUX 25mg,MEDQUIMICA,0.1179
90157605,HIDROFLUX 50 MG. CX. 20 CPRS.,HIDROFLUX 50mg,MEDQUIMICA,0.25
90176219,HIDROLESS 25 MG COM CT BL AL/PLAS INC X 30,HIDROLESS 25mg,PHARLAB,0.138
90176243,HIDROLESS 50 MG. CX. 30 CPRS.,HIDROLESS 50mg,PHARLAB,0.2583
90364414,HIDROPEEK 40 MG/G BISN. 30 G,HIDROPEEK 30000mg,EMS,35.87
90364422,HIDROPEEK 40 MG/G GEL. DERM. BISN. 30 G,HIDROPEEK 30000mg,EMS,34.01
90057082,HIDROQUINONA + TRETINOINA + ACET. FLUO - GENERICO CREME BISN,HIDROQUINONA,EMS,115.29
90057074,HIDROQUINONA + TRETINOINA + ACET. FLUO - GENERICO CREME BISN,HIDROQUINONA,EMS,88.21
90276302,HIDROQUINONA + TRETINOINA + ACET. FLUO - GENERICO CREME BISN NOVA,HIDROQUINONA,QUIMICA,122.39
90276299,HIDROQUINONA + TRETINOINA + ACET. FLUO - GENERICO CREME BISN NOVA,HIDROQUINONA,QUIMICA,61.6
90084918,HIDROQUINONA + TRETINOINA + ACET. FLUO - GENERICO CREME BISN,HIDROQUINONA,GERMED,93.42
90142845,HIDROQUINONA + TRETINOINA + ACET. FLUO - GENERICO CREME BISN GEN -,HIDROQUINONA,LEGRAND,120.46
90142837,HIDROQUINONA + TRETINOINA + ACET. FLUO - GENERICO CREME BISN GEN -,HIDROQUINONA,LEGRAND,56.87
90084934,HIDROQUINONA - GENERICO 40 MG. GEL DERM. BISN. 30 G,HIDROQUINONA 30000mg,GERMED,31.73
90276310,HIDROQUINONA - GENERICO 40 MG/G BISN. 30 G NOVA,HIDROQUINONA 30000mg,QUIMICA,33.63
90364406,HIDROQUINONA - GENERICO 40 MG/G CREME BISN. 30 G,HIDROQUINONA 30000mg,EMS,33.63
90084926,HIDROQUINONA - GENERICO 40 MG/G CREME BISN. 30 G,HIDROQUINONA 30000mg,GERMED,33.63
90142853,HIDROQUINONA - GENERICO 40 MG/G CREME BISN. 30 G GEN -,HIDROQUINONA 30000mg,LEGRAND,33.63
90142861,HIDROQUINONA - GENERICO 40 MG/G GEL. DERM. BISN. 30 G GEN -,HIDROQUINONA 30000mg,LEGRAND,33.63
90180933,HIDROXIDO DE ALUMINIO + HIDROXIDO DE MAGNESIO + SIMETICONA - PRATI,HIDROXIDO,DONADUZZI,14.91
90399153,HIDROXIZINA - GENERICO 2 MG/ML SOL. ORAL FR. PLAST. PET. AMB,HIDROXIZINA 2mg,EUROFARMA,22.14
90380541,HIFLOXAN (CIPROFLOXACINA) (RESTRITO HOSP.) 2 MG/ML 45 BOLSAS HALEX,HIFLOXAN 2mg,ISTAR,168.0613
90380541,HIFLOXAN (CIPROFLOXACINA) (RESTRITO HOSP.) 2 MG/ML 45 BOLSAS HALEX,HIFLOXAN 2mg,ISTAR,168.0613
90380533,HIFLOXAN (CIPROFLOXACINA) (RESTRITO HOSP.) 2 MG/ML 70 BOLSAS HALEX,HIFLOXAN 2mg,ISTAR,84.0307
90380533,HIFLOXAN (CIPROFLOXACINA) (RESTRITO HOSP.) 2 MG/ML 70 BOLSAS HALEX,HIFLOXAN 2mg,ISTAR,84.0307
90095359,HIFLOXAN (CIPROFLOXACINA) (RESTRITO HOSP.) BOLSA 100 ML HALEX,HIFLOXAN 100mg,ISTAR,108.91
90380541,HIFLOXAN 2MG/ML SOL.INJ.IV 45BOLSAS 200ML SIST.FECH. HALEX,HIFLOXAN 400mg,ISTAR,167.8933
90380533,HIFLOXAN 2MG/ML SOL.INJ.IV 70BOLSAS 100ML HALEX,HIFLOXAN 200mg,ISTAR,84.1147
90433076,"HIGICLER (0,1 + 17) MG/ML. SOL. OFT. CT. FR. GOT. PLAST. TRAN",HIGICLER 0.1mg,CRISTALIA,12.48
90141423,"HIGICLER SOL. OFT. FR. PLAST. 10,0 ML",HIGICLER 10mg,LATINOFARMA,12.48
90292766,HIOARISTON (RESTRITO HOSP.) 4 MG/ML + 500 MG/ML SOL. INJ. CX BLAU,HIOARISTON 4mg,FARM.,4.101
90339649,HIOSPAN COMPOSTO (RESTRITO HOSP.) 40 MG/ML + 500 MG/ML SOL. TEUTO,HIOSPAN 40mg,BRAS.,2.7687
90138120,HIOSPAN COMPOSTO (RESTRITO HOSP.) SOL. INJ. 5 ML C/100 (HOSP TEUTO,HIOSPAN 5mg,BRAS.,2.7686
90339649,"HIOSPAN COMPOSTO 4,0+500MG/ML SOL.INJ.120AMP 5ML TEUTO",HIOSPAN 2500mg,BRAS,2.7576
90039971,HIPERTIL CX. 28 CPRS.,HIPERTIL 28mg,CHIESI,3.2441
90175190,HIPERTONIC 50 MG/ML SOL. OFT. FR. PLAST. TRANS. GOT. X 10 ML,HIPERTONIC 500mg,OPHTHALMOS,22.14
90258266,HIPODERME (LIBERADO) POM. BISN. 45 G. TEUTO,HIPODERME 45000mg,BRAS.,16.78
90138147,HIPODERME (LIBERADO) POM. BISN. 90 G TEUTO,HIPODERME 90000mg,BRAS.,32.07
90138147,HIPODERME POM. BISN. 90 G TEUTO,HIPODERME 90000mg,BRAS.,32.07
90258266,HIPODERME POM.45G TEUTO,HIPODERME 45000mg,BRAS,16.78
90138147,HIPODERME POM.90G TEUTO,HIPODERME 90000mg,BRAS,32.07
90374886,HIPODERMON POM. BISN. 45 G NEO,HIPODERMON 45000mg,QUIMICA,15.89
90229347,HIPODERTRAT 100.000 UI/G + 200 MG/G POM. DERM. BISN. X 60 G TEUTO,HIPODERTRAT 60000mg,BRAS.,24.54
90328736,HIPOFITHY 200 MG. 30 CAPS-E,HIPOFITHY 200mg,EMS,2.0966
90328736,HIPOFITHY 200MG 30CAPS DURA,HIPOFITHY 200mg,EMS,2.0966
90097394,HIPOFOL 5 MG. CT. BL. AL. PLAS. AMB. X 500 CPRS.,HIPOFOL 5mg,HIPOLABOR,0.1861
90199324,HIPOTEN (RESTRITO HOSP.) 25 MG. CT. 50 BL. AL. PLAS. INC. X,HIPOTEN 25mg,SANVAL,0.1231
90260538,HIRUDOID 3 MG/G GEL BISN. 40 G DAIICHI,HIRUDOID 40000mg,SANKYO,18.29
90260562,HIRUDOID 3 MG/G POM. BISN. 40 G DAIICHI,HIRUDOID 40000mg,SANKYO,19.07
90260546,HIRUDOID 5 MG/G GEL BISN. 20 G DAIICHI,HIRUDOID 20000mg,SANKYO,10.44
90260554,HIRUDOID 5 MG/G GEL BISN. 40 G DAIICHI,HIRUDOID 40000mg,SANKYO,21.23
90260570,HIRUDOID 5 MG/G POM. BISN. 40 G DAIICHI,HIRUDOID 40000mg,SANKYO,20.52
90385713,HIRUDOID 5MG/G GEL 90G DAIICHI,HIRUDOID 90000mg,SANKYO,46.98
90075684,HISOCEL (RESTRITO HOSP.) 500 ML FFX - 1 X 500 ML FRESENIUS,HISOCEL 500mg,KABI,36.73
90208951,HISTADIN 1 MG. XPE. FR. 100 ML UNIAO,HISTADIN 1mg,QUIMICA,11.55
90208943,HISTADIN 10 MG. CX. 12 CPRS. UNIAO,HISTADIN 10mg,QUIMICA,1.0737
90208978,HISTADIN D 5/120 MG. 12 DRAGS. UNIAO,HISTADIN 5mg,QUIMICA,2.7781
90208960,HISTADIN D XPE. FR. 60 ML UNIAO,HISTADIN 60mg,QUIMICA,34.18
90117875,HISTAMIN 2 MG CX. 1 BL. X 20 CPRS. NEO,HISTAMIN 2mg,QUIMICA,0.399
90334183,HISTAMIN CREME 10 MG/G BISN. 30 G NEO,HISTAMIN 30000mg,QUIMICA,11.75
90348273,"HISTAMIN EXPECTO 0,4 MG/ML + 4 MG/ML + 20 MG/ML SOL. ORAL FR NEO",HISTAMIN 0.4mg,QUIMICA,21.39
90117883,HISTAMIN LIQ. 2 MG/5 ML VD. 100 ML. NEO,HISTAMIN 2mg,QUIMICA,12.32
90101464,HISTAMIX 10 MG. CX. 12 CPRS.,HISTAMIX 10mg,HEBRON,1.596
90364430,HIXILERG 2 MG/ML SOL. ORAL FR. 120 ML,HIXILERG 240mg,EMS,29.38
