codigo_tiss,codigo_tuss,produto,laboratorio,valor,cobranca
0000056516,90040279,ERITROPOIETINA HUMANA RECOMBINANTE 10.000 UI/ML INJ. 20 FA V CHRON,EPIGEN,373.7615,
0000056513,90040309,ERITROPOIETINA HUMANA RECOMBINANTE 2.000 UI/ML INJ. 20 FA VD CHRON,EPIGEN,76.409,
0000056514,90040350,ERITROPOIETINA HUMANA RECOMBINANTE 3.000 UI/ML INJ. 20 FA VD CHRON,EPIGEN,89.1455,
0000056515,90040392,ERITROPOIETINA HUMANA RECOMBINANTE 4.000 UI/ML INJ. 20 FA VD CHRON,EPIGEN,130.234,
0000069216,90370180,ERIVEDGE 150 MG. 28 CAPS.,ROCHE,831.0364,
0000069216,90370180,ERIVEDGE 150MG 28CAPS GEL.DURA,ROCHE,830.704,
0000076059,90403630,ERLEADA 60 MG. FR. PLAST. OPC. X 120 CPRS. REV. JANSSEN -,CILAG,95.6845,
0000076059,90403630,ERLEADA 60MG 120CPDS REV.,JANSSEN-CILAG,95.6845,
0000075164,90399234,EROXYM 100MG PO LIOF.SOL.INJ.FA,EUROFARMA,1189.78,
0000075165,90399242,EROXYM 500MG PO LIOF.SOL.INJ.FA,EUROFARMA,5899.83,
0000075164,90399234,EROXYN (RESTRITO HOSP.) 100 MG. PO LIOF. SOL. INJ. CT. FA VD.,EUROFARMA,1189.78,
0000075165,90399242,EROXYN (RESTRITO HOSP.) 500 MG. PO LIOF. SOL. INJ. CT. FA VD.,EUROFARMA,5899.83,
0000055347,90291794,"ESALERG 0,5 MG/ML XPE. FR. 100 ML + SER. DOS.",ACHE,48.59,
0000055346,90291808,"ESALERG 0,5 MG/ML XPE. FR. 60 ML + SER. DOS.",ACHE,27.31,
0000057339,90296826,"ESALERG 1,25 MG/ML SOL. ORAL FR. PLAST. GOT. X 10 ML",ACHE,13.4,
0000057340,90296834,"ESALERG 1,25 MG/ML SOL. ORAL FR. PLAST. GOT. X 20 ML",ACHE,26.78,
0000055348,90291816,ESALERG 5 MG. BL. 10 CPRS. REV.,ACHE,3.421,
0000074003,90422732,ESALERG 5 MG. CT. 30 CPRS. REV.,ACHE,2.0703,
0000074003,90422732,ESALERG 5MG 30CPDS REV.,ACHE,2.0683,
0000075576,90422929,"ESALERG D12 2,5MG+120MG 10CPDS LIB.MOD.",ACHE,3.059,
0000075576,90422929,"ESALERG D2 2,5 MG. + 120 MG. X 10 CPRS. LIB. MOD.",ACHE,3.059,
0000068810,90355210,ESBRIET 267 MG. 270 CAPS.,ROCHE,38.2434,
0000068810,90355210,ESBRIET 267MG 270CAPS DURA,ROCHE,38.2051,
0000054008,90251849,ESC 10 MG. BL. 15 CPRS. REV.,EUROFARMA,2.0037,
0000054010,90251857,ESC 10 MG. BL. 30 CPRS. REV.,EUROFARMA,1.4885,
0000074161,90399218,ESC 10 MG. BL. 60 CPRS. REV.,EUROFARMA,1.111,
0000074161,90399218,ESC 10MG 60CPDS REV.,EUROFARMA,1.1132,
0000054009,90251865,ESC 20 MG. BL. 15 CPRS. REV.,EUROFARMA,3.6051,
0000054011,90251873,ESC 20 MG. BL. 30 CPRS. REV.,EUROFARMA,2.8944,
0000068502,90367499,ESC 20 MG/ML SOL. CT. FR. GOT. PLAST. AMB. X 15 ML,EUROFARMA,51.2,
0000068502,90367499,ESC 20MG/ML SOL.ORAL 15ML,EUROFARMA,51.2,
0000010827,90284860,ESCABIN LOCAO VD. 100 ML.,COSMED,14.7,
0000010826,90284879,ESCABIN SHAMPOO FR. 100 ML,COSMED,14.54,
0000076949,90435664,ESCENA 10 MG. 3 BL. X 10 CPRS. REV.,CRISTALIA,1.9201,
0000076948,90435672,ESCENA 10 MG. BL. X 7 CPRS. REV.,CRISTALIA,3.794,
0000076950,90435680,ESCENA 20 MG. 3 BL. X 10 CPRS. REV.,CRISTALIA,1.9201,
0000052221,90367154,ESCILEX 10 MG. 2 BL. X 15 CPRS. REV. SIGMA,PHARMA,2.1908,
0000052222,90367200,ESCILEX 10 MG. 4 BL. X 15 CPRS. REV. SIGMA,PHARMA,1.7578,
0000054717,90367057,ESCILEX 10 MG. BL. 7 CPRS. REV. SIGMA,PHARMA,2.1935,
0000056512,90367294,ESCILEX 15 MG. 2 BL. X 15 CPRS. REV. SIGMA,PHARMA,2.642,
0000052223,90367421,ESCILEX 20 MG. 2 BL. X 15 CPRS. REV. SIGMA,PHARMA,4.1568,
0000068741,90367375,ESCILEX 20 MG. BL. 15 CPRS. REV. SIGMA,PHARMA,2.466,
0000068741,90367375,ESCILEX 20MG 1BLX15CPDS REV. SIGMA,PHARMA,2.4672,
0000068131,90236548,ESCOPEN COMPOSTO 10MG + 250MG COMP REV CT BL AL PLAS INC X 2,PHARLAB,0.5661,
0000068130,90176014,ESCOPEN COMPOSTO 10MG + 250MG COMP REV CT BL AL PLAS INC X 2,PHARLAB,0.566,
0000073263,90377990,ESIO 20 MG. CT. BL. AL./AL. X 28 CPRS. REV.,EUROFARMA,1.7321,
0000073265,90377982,ESIO 20 MG. CT. BL. AL./AL. X 7 CPRS. REV.,EUROFARMA,1.7329,
0000073263,90377990,ESIO 20MG 28CPDS REV.,EUROFARMA,1.7315,
0000073265,90377982,ESIO 20MG 7CPDS REV.,EUROFARMA,1.7334,
0000073264,90378016,ESIO 40 MG. CT. BL. AL./AL. X 28 CPRS. REV.,EUROFARMA,3.6218,
0000073266,90378008,ESIO 40 MG. CT. BL. AL./AL. X 7 CPRS. REV.,EUROFARMA,3.8957,
0000051507,90251563,"ESIO 40 MG. PO LIOF. SOL. INJ. 10 FA VD. INC. X 6,5 ML",EUROFARMA,49.551,
0000073264,90378016,ESIO 40MG 28CPDS REV.,EUROFARMA,3.6203,
0000073266,90378008,ESIO 40MG 7CPDS REV.,EUROFARMA,3.8969,
0000070660,90096991,ESKAVIT (RESTRITO HOSP.) 10 MG/ML SOL. INJ. CX. 50 AMPS. VD.,HIPOLABOR,2.4584,
0000033408,90342100,ESMERON (RESTRITO HOSP.) 10 MG/ML SOL. INJ. CART. 10 FA VD.,SCHERING-PLOUGH,55.485,REAL
0000074191,90419103,ESMOG 20 MG. 4 BL. X 7 CPRS. REV. LIB. RETARD.,EMS,2.3104,
0000074191,90419103,ESMOG 20MG 28CPDS REV.LIB.RETARD.,EMS,2.3094,
0000075167,90418980,ESOGASTRO IBP 500MG 56CAPS GEL.DURA+500MG 28CPDS REV+20MG 42CP SIGMA,PHARMA,231.34,
0000056890,90328329,ESOGASTRO IBP KIT 14 ESO + 14 CLA + 28 AMOX + 28 ESO-S SIGMA,PHARMA,171.23,
0000075167,90418980,ESOGASTRO IBP KIT 28 ESO + 28 CLA + 56 AMOX + 14 ESO-S SIGMA,PHARMA,231.34,
0000051024,90256808,ESOMEPRAZOL MAGNESICO - GENERICO 20 MG. 2 BL. X 7 CPRS. REV.,EMS,2.8874,
0000051529,90275675,ESOMEPRAZOL MAGNESICO - GENERICO 20 MG. 2 BL. X 7 CPRS. REV. NOVA,QUIMICA,2.8874,
0000051542,90384113,ESOMEPRAZOL MAGNESICO - GENERICO 20 MG. 2 BL. X 7 CPRS. REV.,GERMED,2.8874,
0000051556,90284127,ESOMEPRAZOL MAGNESICO - GENERICO 20 MG. 2 BL. X 7 CPRS. REV. GEN -,LEGRAND,2.8874,
0000054066,90238508,ESOMEPRAZOL MAGNESICO - GENERICO 20 MG. 28 CPRS.,RANBAXY,2.569,
0000051025,90389905,ESOMEPRAZOL MAGNESICO - GENERICO 20 MG. 4 BL. X 7 CPRS. REV.,EMS,2.8863,
0000051528,90383222,ESOMEPRAZOL MAGNESICO - GENERICO 20 MG. 4 BL. X 7 CPRS. REV. NOVA,QUIMICA,2.8863,
0000051543,90384121,ESOMEPRAZOL MAGNESICO - GENERICO 20 MG. 4 BL. X 7 CPRS. REV.,GERMED,2.8863,
0000051557,90284135,ESOMEPRAZOL MAGNESICO - GENERICO 20 MG. 4 BL. X 7 CPRS. REV. GEN -,LEGRAND,2.8863,
0000051526,90275667,ESOMEPRAZOL MAGNESICO - GENERICO 20 MG. BL. X 7 CPRS. REV. NOVA,QUIMICA,2.8894,
0000051026,90256824,ESOMEPRAZOL MAGNESICO - GENERICO 40 MG. 2 BL. X 7 CPRS. REV.,EMS,6.0333,
0000051531,90275705,ESOMEPRAZOL MAGNESICO - GENERICO 40 MG. 2 BL. X 7 CPRS. REV. NOVA,QUIMICA,6.0333,
0000051544,90265262,ESOMEPRAZOL MAGNESICO - GENERICO 40 MG. 2 BL. X 7 CPRS. REV.,GERMED,6.0333,
0000051558,90388240,ESOMEPRAZOL MAGNESICO - GENERICO 40 MG. 2 BL. X 7 CPRS. REV. GEN -,LEGRAND,6.0333,
0000054067,90238567,ESOMEPRAZOL MAGNESICO - GENERICO 40 MG. 28 CPRS.,RANBAXY,5.3707,
0000051027,90389913,ESOMEPRAZOL MAGNESICO - GENERICO 40 MG. 4 BL. X 7 CPRS. REV.,EMS,6.034,
0000051532,90383230,ESOMEPRAZOL MAGNESICO - GENERICO 40 MG. 4 BL. X 7 CPRS. REV. NOVA,QUIMICA,6.034,
0000051545,90265270,ESOMEPRAZOL MAGNESICO - GENERICO 40 MG. 4 BL. X 7 CPRS. REV.,GERMED,6.034,
0000051559,90388259,ESOMEPRAZOL MAGNESICO - GENERICO 40 MG. 4 BL. X 7 CPRS. REV. GEN -,LEGRAND,6.034,
0000051530,90275691,ESOMEPRAZOL MAGNESICO - GENERICO 40 MG. BL. X 7 CPRS. REV. NOVA,QUIMICA,6.0404,
0000050155,90270681,ESOMEPRAZOL MAGNESICO GEN.20MG 14CPDS REV.,MEDLEY,2.8867,
0000050156,90270690,ESOMEPRAZOL MAGNESICO GEN.20MG 28CPDS REV.,MEDLEY,2.8863,
0000050157,90270720,ESOMEPRAZOL MAGNESICO GEN.40MG 14CPDS REV.,MEDLEY,6.0333,
0000050158,90270738,ESOMEPRAZOL MAGNESICO GEN.40MG 28CPDS REV.,MEDLEY,6.0337,
0000050155,90270681,ESOMEPRAZOL MAGNESICO TRI-HIDRATADO - GENERICO 20 MG. BL. 14,MEDLEY,2.8867,
0000050156,90270690,ESOMEPRAZOL MAGNESICO TRI-HIDRATADO - GENERICO 20 MG. BL. 28,MEDLEY,2.8863,
0000050157,90270720,ESOMEPRAZOL MAGNESICO TRI-HIDRATADO - GENERICO 40 MG. BL. 14,MEDLEY,6.0333,
0000050158,90270738,ESOMEPRAZOL MAGNESICO TRI-HIDRATADO - GENERICO 40 MG. BL. 28,MEDLEY,6.0337,
0000056364,90240731,ESOMEPRAZOL SODICO - GENERICO (RESTRITO HOSP.) 40 MG PO LIOF,TKS,32.2,
0000051503,90276507,ESOMEX 20 MG. 2 BL. X 7 CPRS. REV. SIGMA,PHARMA,2.8903,
0000051504,90386043,ESOMEX 20 MG. 4 BL. X 7 CPRS. REV. SIGMA,PHARMA,2.8899,
0000051505,90276523,ESOMEX 40 MG. 2 BL. X 7 CPRS. REV. SIGMA,PHARMA,6.0404,
0000051506,90386051,ESOMEX 40 MG. 4 BL. X 7 CPRS. REV. SIGMA,PHARMA,6.0412,
0000070326,90386191,ESOMEX 40 MG. 8 BL. X 7 CPRS. REV. SIGMA,PHARMA,3.6691,
0000070326,90386191,ESOMEX 40MG 8BLX7CPDS REV. SIGMA,PHARMA,3.6779,
0000051732,90275624,ESOP 20 MG. 2 BL. X 7 CPRS. REV. NOVA,QUIMICA,2.3098,
0000051733,90383249,ESOP 20 MG. 4 BL. X 7 CPRS. REV. NOVA,QUIMICA,2.3094,
0000051734,90275640,ESOP 40 MG. 2 BL. X 7 CPRS. REV. NOVA,QUIMICA,4.8266,
0000051735,90383257,ESOP 40 MG. 4 BL. X 7 CPRS. REV. NOVA,QUIMICA,4.8274,
0000074578,90224957,ESPASLIT DUO 500 MG. + 10 MG. CX. 20 CPRS. REV.,GEOLAB,0.8785,
0000013027,90056272,ESPASMO DIMETILIV FR. 20 ML,EMS,15.56,
0000012840,90244931,ESPASMO FLATOL GTS. FR. 20 ML.,LEGRAND,14.71,
0000009921,90020693,ESPECIALIDADES (RESTRITO HOSP.) PRIMENE 10% 250 ML,BAXTER,151.66,REAL
0000010800,90020677,ESPECIALIDADES PLASMALYTE (RESTRITO HOSP.) SOL. INJ. ELETROL,BAXTER,135.06,REAL
0000048332,90291867,ESPECTROPRIMA (RESTRITO HOSP.) 40 MG/ML. + 8 MG/ML. SUS. OR. PRATI,DONADUZZI,1.5718,REAL
0000056037,90291883,ESPECTROPRIMA (RESTRITO HOSP.) 40 MG/ML. + 8 MG/ML. SUS. OR. PRATI,DONADUZZI,3.1438,
0000030722,90194993,ESPERSON N POM. BISN. 20 G,SANOFI-AVENTIS,28.8,
0000000877,90194985,ESPERSON POM. BISN. 20 G.,SANOFI-AVENTIS,27.76,
0000070657,90097017,ESPIRONOLACTONA - GENERICO (RESTRITO HOSP.) 100 MG. CT. BL.,HIPOLABOR,1.1349,
0000070658,90269861,ESPIRONOLACTONA - GENERICO (RESTRITO HOSP.) 50 MG. CT. BL. A,HIPOLABOR,0.4641,
0000014131,90060180,ESPIRONOLACTONA - GENERICO 100 MG. 1 BL. X 16 CPRS.,EMS,0.9475,
0000014142,90084357,ESPIRONOLACTONA - GENERICO 100 MG. 1 BL. X 16 CPRS.,GERMED,1.1288,
0000014132,90060199,ESPIRONOLACTONA - GENERICO 100 MG. 1 BL. X 30 CPRS.,EMS,0.9404,
0000014143,90084365,ESPIRONOLACTONA - GENERICO 100 MG. 2 BL. 15 CPRS.,GERMED,1.1302,
0000014128,90056302,ESPIRONOLACTONA - GENERICO 25 MG. 2 BL. X 15 CPRS.,EMS,0.5345,
0000014140,90084373,ESPIRONOLACTONA - GENERICO 25 MG. 2 BL. X 15 CPRS.,GERMED,0.5315,
0000014136,90068505,ESPIRONOLACTONA - GENERICO 25 MG. BL. 30 CPRS.,EUROFARMA,0.5468,
0000074760,90400836,ESPIRONOLACTONA - GENERICO 25 MG. CT. BL. AL. PLAS. INC. X 30,GEOLAB,0.5477,
0000014130,90056329,ESPIRONOLACTONA - GENERICO 50 MG. 2 BL. X 15 CPRS.,EMS,0.8588,
0000014139,90084381,ESPIRONOLACTONA - GENERICO 50 MG. 2 BL. X 15 CPRS.,GERMED,0.8482,
0000014137,90068513,ESPIRONOLACTONA - GENERICO 50 MG. BL. 30 CPRS.,EUROFARMA,0.8601,
0000074761,90400917,ESPIRONOLACTONA - GENERICO 50 MG. CT. BL. AL. PLAS. INC. X 30,GEOLAB,0.8623,
0000075033,90204352,ESPRAN 10 MG. BL. AL. AL. X 10 CPRS. REV.,TORRENT,1.994,
0000042503,90204360,ESPRAN 10 MG. CX. 30 CPRS.,TORRENT,1.3367,
0000070255,90343530,ESPRAN 10 MG. CX. 60 CPRS. REV.,TORRENT,1.2045,
0000070255,90343530,ESPRAN 10MG 60CPDS,TORRENT,1.2069,
0000006174,90170296,ESTALIS 50/140 MCG 8 SIST.,NOVARTIS,11.5725,
0000048333,90180305,ESTOLATO DE ERITROMICINA - GENERICO (RESTRITO HOSP.) 500 MG. PRATI,DONADUZZI,0.974,REAL
0000041961,90180402,ESTOLATO DE ERITROMICINA - GENERICO 50 MG/ML SUS. OR. CT. FR PRATI,DONADUZZI,11.95,
0000041962,90180380,ESTOLATO DE ERITROMICINA - GENERICO 50 MG/ML SUS. OR. CT. FR PRATI,DONADUZZI,16.34,
0000035312,90180275,ESTOLATO DE ERITROMICINA - GENERICO 500 MG. COM. CT. BL. AL. PRATI,DONADUZZI,1.405,
0000053247,90238206,ESTOLATO DE ERITROMICINA - GENERICO 500 MG. COM. CT. BL. AL. PRATI,DONADUZZI,0.8748,
0000075110,90417232,ESTOMAZIL 25 ENVS. PO EFERV. X 5 G (GUARANA),COSMED,2.0744,
0000075108,90417224,ESTOMAZIL 25 ENVS. PO EFERV. X 5 G (LARANJA),COSMED,2.0744,
0000075112,90417240,ESTOMAZIL 25 ENVS. PO EFERV. X 5 G (SEM SABOR),COSMED,2.0744,
0000062476,90328060,ESTOMAZIL 462+90+438MG/G GRAN.EFERV.ABACAXI 100G,COSMED,15.62,
0000062477,90328051,ESTOMAZIL 462+90+438MG/G GRAN.EFERV.S/SABOR 100G,COSMED,15.62,
0000075110,90417232,ESTOMAZIL 462+90+438MG/G PO EFERV.25ENV.5G GUARANA,COSMED,2.0744,
0000075108,90417224,ESTOMAZIL 462+90+438MG/G PO EFERV.25ENV.5G LARANJA,COSMED,2.0744,
0000075112,90417240,ESTOMAZIL 462+90+438MG/G PO EFERV.25ENV.5G S/SABOR,COSMED,2.0744,
0000060813,90356748,ESTOMAZIL 50 ENVS. PO EFERV. X 5 G (GUARANA),COSMED,2.0426,
0000049454,90356721,ESTOMAZIL 50 ENVS. PO EFERV. X 5 G (LARANJA),COSMED,2.0426,
0000049455,90285174,ESTOMAZIL 50 ENVS. PO EFERV. X 5 G (MORANGO),COSMED,2.0426,
0000060812,90356730,ESTOMAZIL 50 ENVS. PO EFERV. X 5 G (SEM SABOR),COSMED,2.0426,
0000043861,90356713,ESTOMAZIL GRAN. (ABACAXI) 50 ENVS. X 5 G EFERV.,COSMED,2.0426,
0000062477,90328051,ESTOMAZIL GRAN. EFERV. FR. PLAST. OPC. X 100 G,COSMED,15.62,
0000062476,90328060,ESTOMAZIL GRAN. EFERV. FR. PLAST. OPC. X 100 G (ABACAXI),COSMED,15.62,
0000060813,90356748,ESTOMAZIL GUARANA 50ENV.5G,COSMED,2.0426,
0000047009,90248082,ESTOMAZIL PASTILHAS BL. 20 CPRS. MAST. - ABACAXI,COSMED,0.468,
0000047007,90248120,ESTOMAZIL PASTILHAS BL. 20 CPRS. MAST. - TANGERINA,COSMED,0.468,
0000047010,90248139,ESTOMAZIL PASTILHAS BL. 250 CPRS. MAST. (EMB. MULT.) - ABACA,COSMED,0.4681,
0000047014,90248155,ESTOMAZIL PASTILHAS BL. 250 CPRS. MAST. (EMB. MULT.) - LIMAO,COSMED,0.4681,
0000047012,90248163,ESTOMAZIL PASTILHAS BL. 250 CPRS. MAST. (EMB. MULT.) - MENTA,COSMED,0.4681,
0000060812,90356730,ESTOMAZIL S/SABOR 50ENV.5G,COSMED,2.0426,
0000063987,90341708,ESTRADIOL + ACET. NORETIST. - GENERICO 2 + 1 MG. C/28 CPRS.,GERMED,0.9821,
0000058392,90327039,ESTRADIOL + ACET. NORETISTERONA - GENERICO 2 + 1 MG. 28 CPRS GEN -,LEGRAND,0.9821,
0000077687,90419375,ESTRADIOL+ACETATO NORETISTERONA 2+1MG 28CPDS REV. EMS,GENERICOS,0.9821,
0000063987,90341708,ESTRADIOL+ACETATO NORETISTERONA GEN.2+1MG 28CPDS REV. GERMED,GENERICOS,0.9821,
0000011940,90170350,ESTRADOT 100 MCG 8 SIST.,NOVARTIS,13.29,
0000011941,90170318,ESTRADOT 25 MCG 8 SIST.,NOVARTIS,8.4388,
0000011939,90170334,ESTRADOT 50 MCG 8 SIST.,NOVARTIS,9.9175,
0000058439,90026365,ESTRELL E 1 MG. CX. 30 CPRS. BIOLAB,SANUS,0.8395,
0000058440,90026349,ESTRELL E GEL BISN. 80 G BIOLAB,SANUS,38.5,
0000047576,90242068,ESTREVA GEL FR. 50 G,TEVA,51.87,
0000036237,90374797,ESTRIOL - GENERICO 1 MG/G CREME VAG. BISN. 50 G + 50 APLIC. NEO,QUIMICA,28.33,
0000075618,90396685,ESTRIOL - GENERICO 1 MG/G. CREME VAG. X 50 G. + APL. BIOLAB,GENERICOS,24.15,
0000075618,90396685,ESTRIOL 1MG/G CRM.VAG.50G+APLIC. BIOLAB,GENERICOS,24.15,
0000070717,90199146,ESTRIONIL 1 MG/G CREME VAG. CT. BISN. AL. X 50 G + APLIC.,SANVAL,33.72,
0000036548,90334043,ESTRIOPAX (RESTRITO HOSP.) 1 MG/G CREME VAG. CX. 50 BISN. X NEO,QUIMICA,33.1224,REAL
0000013827,90334051,ESTRIOPAX CREME VAG. 1 MG/G BISN. 50 G + APLIC. NEO,QUIMICA,33.12,
0000000880,90074092,ETHAMOLIN INJ. CX. 6 AMPS. 2 ML,FARMOQUIMICA,5.7612,
0000055784,90375050,ETILDOPANAN 500 MG CX. 2 BL. X 10 CPRS. NEO,QUIMICA,2.4835,
0000013914,90208501,ETILEFRIL 10 MG/ML SOL. INJ. 6 AMPS. X 1 ML UNIAO,QUIMICA,1.1786,
0000073725,90402804,"ETINILESTRADIOL + DESOGESTREL - GENERICO 0,03 MG. + 0,15 MG.",SANDOZ,0.83,
0000056499,90310314,"ETINILESTRADIOL+DESOGESTREL GEN.0,02+0,15MG 21CPDS REV.",SANDOZ,1.0363,
0000073725,90402804,"ETINILESTRADIOL+DESOGESTREL GEN.0,03+0,15MG 21CPDS REV.",SANDOZ,0.8297,
0000075644,90422910,ETIRA 100 MG/ML. SOL. OR. CT. FR. VD. 100 ML.,ACHE,39.29,
0000075643,90422813,ETIRA 1000 MG. 30 CPRS. REV.,ACHE,3.929,
0000075643,90422813,ETIRA 1000MG 30CPDS REV.,ACHE,3.9251,
0000075644,90422910,ETIRA 100MG/ML 100ML SOL.ORAL+SER.DOS.,ACHE,39.29,
0000075642,90422805,ETIRA 500 MG. 30 CPRS. REV.,ACHE,1.9647,
0000075642,90422805,ETIRA 500MG 30CPDS REV.,ACHE,1.9627,
0000045118,90228618,ETNA BL. 50 CAPS. GEL. DURA,GROSS,1.7842,
0000034212,90114558,ETNA CX. 2 BL. X 10 CAPS.,GROSS,1.7835,
0000075423,90416317,ETODOLACO - GENERICO 400 MG. 10 CPRS. REV. GEN -,LEGRAND,1.007,
0000075277,90419049,ETODOLACO - GENERICO 400 MG. 2 BL. X 10 CPRS. REV.,GERMED,1.0065,
0000075276,90418999,ETODOLACO - GENERICO 400 MG. BL. 10 CPRS. REV.,GERMED,1.007,
0000075423,90416317,ETODOLACO 400MG 10CPDA LEGRAND,GENERICOS,1.007,
0000075276,90418999,ETODOLACO 400MG 10CPDS REV. GERMED,GENERICOS,1.007,
0000075277,90419049,ETODOLACO 400MG 20CPDS REV. GERMED,GENERICOS,1.0065,
0000028619,90046064,ETOMIDATO (GENERICO) (RESTRITO HOSP.) 2 MG/ML - 25 AMP. - 10,CRISTALIA,20.0292,REAL
0000058375,90270770,ETOMIDATO - GENERICO (RESTRITO HOSP.) 2 MG/ML SOL. INJ. CX. BLAU,FARM.,13.102,
0000058375,90270770,ETOMIDATO GEN.2MG/ML SOL.INJ.5AMP 10ML(EMB.HOPS.),BLAU,13.102,
0000029015,90009215,ETOXIN XPE. 50 MG/ML FR. 120 ML,APSEN,41.4,
0000064931,90343859,EUDOK 10 MG. 30 CPRS. REV. UNIAO,QUIMICA,1.3867,
0000064931,90343859,EUDOK 10MG 30CPDS REV. UNIAO,QUIMICA,1.3853,
0000064932,90343867,EUDOK 15 MG. 30 CPRS. REV. UNIAO,QUIMICA,1.565,
0000064932,90343867,EUDOK 15MG 30CPDS REV. UNIAO,QUIMICA,1.5634,
0000064933,90343875,EUDOK 20 MG. 30 CPRS. REV. UNIAO,QUIMICA,2.1353,
0000064933,90343875,EUDOK 20MG 30CPDS REV. UNIAO,QUIMICA,2.1332,
0000054171,90230361,EUFLEXXA 10 MG/ML SOL. INJ. 3 SER. PREENCH. VD. INC. X 2 ML FERRING/DAIICHI,SAN,257.2276,
0000072755,90291891,EUNADES (RESTRITO HOSP.) 100 MG. SOL. INJ. CX. 10 FA,WYETH,37.125,
0000076070,90270347,EUPEPT 20 MG. 28 CAPS. GEL. DURA,CIFARMA,0.7251,
0000062206,90291913,EUPEPT 20 MG. 30 CAPS.,CIFARMA,0.7193,
0000062205,90291930,EUPEPT 20 MG. 60 CAPS.,CIFARMA,0.6794,
0000062207,90291948,EUPEPT 20 MG. 90 CAPS.,CIFARMA,0.7191,
0000000887,90126475,EUPRESSIN 10 MG. CX. 30 CPRS.,BIOSINTETICA,1.0113,
0000000889,90126505,EUPRESSIN 20 MG. CX. 30 CPRS.,BIOSINTETICA,1.9274,
0000000888,90126513,EUPRESSIN 5 MG. CX. 30 CPRS.,BIOSINTETICA,0.7249,
0000030723,90126530,EUPRESSIN H 10 MG/25 MG. CX. 30 CPRS.,BIOSINTETICA,1.1815,
0000030724,90126556,"EUPRESSIN H 20/12,5 MG. CX. 30 CPRS.",BIOSINTETICA,1.8818,
0000021470,90366077,EUPROSTATIN 2 MG. 2 BL. X 15 CPRS. SIGMA,PHARMA,0.8388,
0000030642,90160355,EUTHYROX 100 MCG. CART. BL. AL. AL. X 50 CPRS.,MERCK,0.5272,
0000077779,90408233,EUTHYROX 100MCG 30CPDS MERCK,S.A.,0.3024,
0000034560,90160398,EUTHYROX 112 MCG CART. BL. AL. AL. X 50 CPRS.,MERCK,0.6092,
0000030643,90160401,EUTHYROX 125 MCG. CART. BL. AL. AL. X 50 CPRS.,MERCK,0.6046,
0000040697,90160444,EUTHYROX 137 MCG CART. BL. AL. AL. 50 CPRS.,MERCK,0.643,
0000030644,90160452,EUTHYROX 150 MCG. CART. BL. AL. AL. X 50 CPRS.,MERCK,0.6484,
0000030645,90160495,EUTHYROX 175 MCG. CART. BL. AL. AL. X 50 CPRS.,MERCK,0.7292,
0000030646,90160533,EUTHYROX 200 MCG. CART. BL. AL. AL. X 50 CPRS.,MERCK,0.8026,
0000030639,90160576,EUTHYROX 25 MCG. CART. BL. AL. AL. X 50 CPRS.,MERCK,0.4034,
0000077774,90408160,EUTHYROX 25MCG 30CPDS MERCK,S.A.,0.3057,
0000030640,90160614,EUTHYROX 50 MCG. CART. BL. AL. AL. X 50 CPRS.,MERCK,0.462,
0000077776,90408152,EUTHYROX 50MCG 30CPDS MERCK,S.A.,0.3463,
0000030641,90160657,EUTHYROX 75 MCG. CART. BL. AL. AL. X 50 CPRS.,MERCK,0.523,
0000077777,90408144,EUTHYROX 75MCG 30CPDS MERCK,S.A.,0.3906,
0000034559,90160690,EUTHYROX 88 MCG CART. BL. AL. AL. X 50 CPRS.,MERCK,0.4782,
0000077778,90408136,EUTHYROX 88MCG 30CPDS MERCK,S.A.,0.3943,
0000044363,90277066,EUTROPIN 4 UI PO CT. 5 FA + DIL. X 1 ML ASPEN,PHARMA,177.516,
0000000893,90213939,EVANOR CT. 1 BL. X 21 CPRS.,WYETH,0.3132,
0000000894,90213920,EVANOR CT. 3 BL. X 21 CPRS.,WYETH,0.2924,
0000075289,90423879,EVEROLIMO - GENERICO (RESTRITO HOSP.) 10 MG. CT. BL. AL. PLAS,NATCOFARMA,221.7889,
0000075290,90423887,EVEROLIMO - GENERICO (RESTRITO HOSP.) 10 MG. CT. BL. AL. PLAS,NATCOFARMA,221.7889,
0000075291,90423895,EVEROLIMO - GENERICO (RESTRITO HOSP.) 10 MG. CT. BL. AL. PLAS,NATCOFARMA,776.2613,
0000075283,90423801,"EVEROLIMO - GENERICO (RESTRITO HOSP.) 2,5 MG. CT. BL. AL. PLA",NATCOFARMA,55.4464,
0000075284,90423810,"EVEROLIMO - GENERICO (RESTRITO HOSP.) 2,5 MG. CT. BL. AL. PLA",NATCOFARMA,55.4464,
0000075285,90423909,"EVEROLIMO - GENERICO (RESTRITO HOSP.) 2,5 MG. CT. BL. AL. PLA",NATCOFARMA,194.0624,
0000075286,90423836,EVEROLIMO - GENERICO (RESTRITO HOSP.) 5 MG. CT. BL. AL. PLAS.,NATCOFARMA,110.8943,
0000075287,90423844,EVEROLIMO - GENERICO (RESTRITO HOSP.) 5 MG. CT. BL. AL. PLAS.,NATCOFARMA,110.8943,
0000075288,90423852,EVEROLIMO - GENERICO (RESTRITO HOSP.) 5 MG. CT. BL. AL. PLAS.,NATCOFARMA,388.13,
0000075282,90423860,EVEROLIMO - GENERICO 10 MG. CT. BL. AL. PLAS. PVC. TRANS. X 2,NATCOFARMA,221.7889,
